product_code,product_name,section,page,record_type,requirement_scope,property,astm_method,minimum,maximum,note_ref,text,review_status
A,CBOB regular (87 octane),3.3,15,specification,Fungible only,"Vapor/Liquid Ratio (V/L), oC (oF) @ 20",D5188,,See Chart,5,"Vapor/Liquid Ratio (V/L), oC (oF) @ 20 | D5188 |  | See Chart | 5",Table extracted; verify merged cells and revision markings
A,CBOB regular (87 octane),3.3,15,specification,Grade volatility chart,Grade A2,D4814 / D86 / D5188,,,,A2 | 1250 | 70(158) | 66(150) | 121(250) | 190(374) | 221(430) | 50 (122),Chart column alignment must be checked against PDF
A,CBOB regular (87 octane),3.3,15,specification,Grade volatility chart,Grade A3,D4814 / D86 / D5188,,,,A3 | 1230 | 60(140) | 66(150) | 116(240) | 185(365) | 221(430) | 47(116),Chart column alignment must be checked against PDF
A,CBOB regular (87 octane),3.3,15,specification,Grade volatility chart,Grade A4,D4814 / D86 / D5188,,,,A4 | 1220 | 55(131) | 66(150) | 113(235) | 185(365) | 221(430) | 42(107),Chart column alignment must be checked against PDF
A,CBOB regular (87 octane),3.3,15,specification,Grade volatility chart,Grade A5,D4814 / D86 / D5188,,,,A5 | 1200 | 50(122) | 66(150) | 110(230) | 185(365) | 221(430) | 39(102),Chart column alignment must be checked against PDF
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"1. All A grades may not contain oxygenates, such as ethers and alcohols. The use of non-hydrocarbon blending components in these grades is prohibited.",Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"2. Refer to test methods published in 40 CFR 1090 Subpart N. Alternative oxygenates test method ASTM D 4815, may be used according to federal and state regulations.",Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"3. For products blended to meet EPA tests must be performed in accordance with the procedures described in 40 CFR, 1090 Subpart N [N] and Subpart C.",Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,4. Mercaptan Sulfur waived if fuel is negative by Doctor test.,Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,5. Computer and Linear methods may be used to determine V/L value.,Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,6. Specifications must be met before blending of denatured fuel ethanol.,Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"7. Refer to 40 CFR 1090 Subpart N. Alternative sulfur test methods, ASTM D 5453 and D 7039, may be used according to federal and state regulations.",Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,8. Bengal will accept test methods results that are listed in ASTM D4814 for all tests. Test methods listed in the table above are considered referee methods by Bengal Pipeline. Referee methods apply for any disputes.,Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,9. Use of these grades is controlled by the RVP calendar.,Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,[N] 10. Summer RVP MUST be checked using EPA formula as 40 CFR 1090.1355,Source note / supporting table
A,CBOB regular (87 octane),3.3,15,note,,,,,,,[C] or equivalent,Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"1. All A grades may not contain oxygenates, such as ethers and alcohols. The use of non-hydrocarbon blending",Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"2. Refer to test methods published in 40 CFR 1090 Subpart N. Alternative oxygenates test method ASTM D 4815, may be",Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"3. For products blended to meet EPA tests must be performed in accordance with the procedures described in 40 CFR,",Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,4. Mercaptan Sulfur waived if fuel is negative by Doctor test.,Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,5. Computer and Linear methods may be used to determine V/L value.,Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,6. Specifications must be met before blending of denatured fuel ethanol.,Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,"7. Refer to 40 CFR 1090 Subpart N. Alternative sulfur test methods, ASTM D 5453 and D 7039, may be used according",Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,8. Bengal will accept test methods results that are listed in ASTM D4814 for all tests. Test methods listed in the table,Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,9. Use of these grades is controlled by the RVP calendar.,Extracted narrative; verify continuation
A,CBOB regular (87 octane),3.3,15,note,,,,,,,[N] 10. Summer RVP MUST be checked using EPA formula as 40 CFR 1090.1355,Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,16,context,,,,,,,PRODUCT SPECIFICATIONS 3.4.1 CONVENTIONAL PREMIUM GASOLINE BLENDSTOCK (CBOB),Source heading
D,CBOB premium (93 octane),3.4,16,specification,All / see section,Octane RON,D2699,Report,,,Octane | RON | D2699 | Report |  |  | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,MON,D2700,Report,,, | MON | D2700 | Report |  |  | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,(R+M)/2,93.0,,,, | (R+M)/2 |  | 93.0 |  |  | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,"Oxygen Content, weight %",D5599,,0.1,,"Oxygen Content, weight % |  | D5599 |  | 0.1 |  | 1,2 6",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,RVP (psi),D5191,,,,"RVP (psi) |  | D5191 |  |  |  | 3, [N] 10",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,Grades,,With Ethanol,Without Ethanol,,Grades |  |  |  | With Ethanol | Without Ethanol | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,"D2,2D",,10.0,[N] 9.0,,"D2,2D |  |  |  | 10.0 | [N] 9.0 | ",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,"D3,3D",,12.5,X,,"D3,3D |  |  |  | 12.5 | X | ",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,"D4,4D",,14.5,X,,"D4,4D |  |  |  | 14.5 | X | ",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,specification,All / see section,"D5,5D",,15.5,X,,"D5,5D |  |  |  | 15.5 | X | ",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,16,note,,,,,,,Heavy Metals are not allowed to be present.,Source note / supporting table
D,CBOB premium (93 octane),3.4,16,note,,,,,,,Additive requirements/restrictions - refer to section 3.2.,Source note / supporting table
D,CBOB premium (93 octane),3.4,16,note,,,,,,,"This is a base gasoline, not for sale to the ultimate consumer.",Source note / supporting table
D,CBOB premium (93 octane),3.4,16,note,,,,,,,Any gasoline exhibiting an offensive odor and/or poses a personal health hazard will not be accepted for shipment.,Source note / supporting table
D,CBOB premium (93 octane),3.4,16,note,,,,,,,Any gasoline containing more than 0.50 wt. % of dicyclopentadiene will not be accepted for shipment.,Source note / supporting table
D,CBOB premium (93 octane),3.4,16,note,,,,,,,The referee method will be based on a gas chromatograph test.,Source note / supporting table
D,CBOB premium (93 octane),3.4,16,note,,,,,,,Delivery test results may vary by the smaller of ASTM reproducibility for a given test or any test tolerance as allowed by state or EPA regulations at the point of delivery.,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,context,,,,,,,PRODUCT SPECIFICATIONS 3.4.2 CONVENTIONAL PREMIUM GASOLINE BLENDSTOCK (CBOB),Source heading
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Benzene (vol%),D3606,,3.8,[N] 3,Benzene (vol%) | D3606 |  | 3.8 | [N] 3,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Color,,,Undyed,,Color |  |  | Undyed | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Corrosion (Cu) 3 hrs @122oF (50oC),D130,,1,,Corrosion (Cu) 3 hrs @122oF (50oC) | D130 |  | 1 | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Corrosion (Ag) 3 hrs @122oF (50oC),D7671,,1,,Corrosion (Ag) 3 hrs @122oF (50oC) | D7671 |  | 1 | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Doctor test,D4952,Negative (sweet),,4,Doctor test | D4952 | Negative (sweet) |  | 4,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,"Mercaptan sulfur, wt.%",D3227,,0.002,,"Mercaptan sulfur, wt.% | D3227 |  | 0.002 | ",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Solvent Washed Gum mg/100 ml,D381,,4,,Solvent Washed Gum mg/100 ml | D381 |  | 4 | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Gravity oAPI at 60oF,D4052,Report,,6,Gravity oAPI at 60oF | D4052 | Report |  | 6,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Oxidation stability-minutes,D525,240,,6,Oxidation stability-minutes | D525 | 240 |  | 6,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,"Phosphorous, gms/gal",D3231,,0.004,,"Phosphorous, gms/gal | D3231 |  | 0.004 | ",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Sulfur,D2622 [C] or Equivalent,,80,"7, 6","Sulfur | D2622 [C] or Equivalent |  | 80 | 7, 6",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Nace Corrosion,TM0172,B+ (Origin),,6,Nace Corrosion | TM0172 | B+ (Origin) |  | 6,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Volatility:,,,,,Volatility: |  |  |  | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,Driveability Index,D4814,,See Chart,,Driveability Index | D4814 |  | See Chart | ,Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,"Distillation, oC (oF) @ %Evap.",D86,,See Chart,,"Distillation, oC (oF) @ %Evap. | D86 |  | See Chart | ",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Fungible only,"Vapor/Liquid Ratio (V/L), oC (oF) @ 20",D5188,,See Chart,5,"Vapor/Liquid Ratio (V/L), oC (oF) @ 20 | D5188 |  | See Chart | 5",Table extracted; verify merged cells and revision markings
D,CBOB premium (93 octane),3.4,17,specification,Grade volatility chart,Grade D2,D4814 / D86 / D5188,,,,D2 | 1250 | 70(158) | 66(150) | 121(250) | 190(374) | 221(430) | 50(122),Chart column alignment must be checked against PDF
D,CBOB premium (93 octane),3.4,17,specification,Grade volatility chart,Grade D3,D4814 / D86 / D5188,,,,D3 | 1230 | 60(140) | 66(150) | 116(240) | 185(365) | 221(430) | 47(116),Chart column alignment must be checked against PDF
D,CBOB premium (93 octane),3.4,17,specification,Grade volatility chart,Grade D4,D4814 / D86 / D5188,,,,D4 | 1220 | 55(131) | 66(150) | 113(235) | 185(365) | 221(430) | 42(107),Chart column alignment must be checked against PDF
D,CBOB premium (93 octane),3.4,17,specification,Grade volatility chart,Grade D5,D4814 / D86 / D5188,,,,D5 | 1200 | 50(122) | 66(150) | 110(230) | 185(365) | 221(430) | 39(102),Chart column alignment must be checked against PDF
D,CBOB premium (93 octane),3.4,17,note,,,,,,,"1. All D grades may not contain oxygenates, such as ethers and alcohols. The use of non-hydrocarbon blending components in these grades is prohibited.",Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,"2. Refer to test methods published in 40 CFR 1090 Subpart N. Alternative and oxygenates test method ASTM D 4815, may be used according to federal and state regulations.",Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,3. For products blended to meet EPA tests must be performed in accordance with the procedures described in 40 CFR 1090 Subpart N [N] and Subpart C,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,4. Mercaptan Sulfur waived if fuel is negative by Doctor test.,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,5. Computer and Linear methods may be used to determine V/L value.,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,6. Specifications must be met before blending of denatured fuel ethanol.,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,"7. Refer to 40 CFR 1090 Subpart N Alternative sulfur test methods, ASTM D 5453 and D 7039, may be used according to federal and state regulations.",Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,8. Bengal will accept test methods results that are listed in ASTM D4814 for all tests. Test methods listed in the table above are considered referee methods by Bengal Pipeline. Referee methods apply for any disputes.,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,9. Use of these grades is controlled by the RVP calendar.,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,[N] 10. Summer RVP MUST be checked using EPA formula as 40 CFR 1090.1355,Source note / supporting table
D,CBOB premium (93 octane),3.4,17,note,,,,,,,"1. All D grades may not contain oxygenates, such as ethers and alcohols. The use of non-hydrocarbon blending",Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,"2. Refer to test methods published in 40 CFR 1090 Subpart N. Alternative and oxygenates test method ASTM D 4815, may be",Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,3. For products blended to meet EPA tests must be performed in accordance with the procedures described in 40,Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,4. Mercaptan Sulfur waived if fuel is negative by Doctor test.,Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,5. Computer and Linear methods may be used to determine V/L value.,Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,6. Specifications must be met before blending of denatured fuel ethanol.,Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,"7. Refer to 40 CFR 1090 Subpart N Alternative sulfur test methods, ASTM D 5453 and D 7039, may be used",Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,8. Bengal will accept test methods results that are listed in ASTM D4814 for all tests. Test methods listed in the,Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,9. Use of these grades is controlled by the RVP calendar.,Extracted narrative; verify continuation
D,CBOB premium (93 octane),3.4,17,note,,,,,,,[N] 10. Summer RVP MUST be checked using EPA formula as 40 CFR 1090.1355,Extracted narrative; verify continuation
F,RBOB regular (87 octane),3.5,18,context,,,,,,,PRODUCT SPECIFICATIONS 3.5.1 REFORMULATED REGULAR GASOLINE BLENDSTOCK (RBOB),Source heading
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,Octane RON,D2699,Report,,,Octane | RON |  | D2699 | Report |  |  | ,Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,MON,D2700,82.0,,, | MON |  | D2700 | 82.0 |  |  | ,Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,(R+M)/2,,87.0,,, | (R+M)/2 |  |  | 87.0 |  |  | ,Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,Benzene (vol%),D3606,,1.30,[N] 3,Benzene (vol%) |  |  | D3606 |  | 1.30 | [N] 3 | ,Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,"Oxygen Content, weight %",D5599 [C] (See Note),,[N] 0.1,"1,2, 6, 7","Oxygen Content, weight % |  |  | D5599 [C] (See Note) |  | [N] 0.1 | 1,2, 6, 7 | ",Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,Sulfur (ppmwt),D2622,,80,"8, 6","Sulfur (ppmwt) |  |  | D2622 |  | 80 | 8, 6 | ",Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,RVP (psi),D5191,,,"3, [N] 11","RVP (psi) |  |  | D5191 |  |  | 3, [N] 11 | ",Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,Grades,,,,,Grades |  |  |  |  |  |  | ,Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,"F1,1F",,,7.4,,"F1,1F |  |  |  |  | 7.4 |  | ",Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,"F3,3F",,,11.5,,"F3,3F |  |  |  |  | 11.5 |  | ",Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,"F4,4F",,,13.5,,"F4,4F |  |  |  |  | 13.5 |  | ",Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Fungible only,"F5,5F",,,15.0,,"F5,5F |  |  |  |  | 15.0 |  | ",Table extracted; verify merged cells and revision markings
F,RBOB regular (87 octane),3.5,18,specification,Grade volatility chart,Grade F1,D4814 / D86 / D5188,,,,F1 | 1250 | 70(158) | 66(150) | 121(250) | 190(374) | 221(430) | 50(122),Chart column alignment must be checked against PDF
F,RBOB regular (87 octane),3.5,18,specification,Grade volatility chart,Grade F3,D4814 / D86 / D5188,,,,F3 | 1230 | 60(140) | 66(150) | 116(240) | 185(365) | 221(430) | 47(116),Chart column alignment must be checked against PDF
F,RBOB regular (87 octane),3.5,18,specification,Grade volatility chart,Grade F4,D4814 / D86 / D5188,,,,F4 | 1220 | 55(131) | 66(150) | 113(235) | 185(365) | 221(430) | 42(107),Chart column alignment must be checked against PDF
F,RBOB regular (87 octane),3.5,18,specification,Grade volatility chart,Grade F5,D4814 / D86 / D5188,,,,F5 | 1200 | 50(122) | 66(150) | 110(230) | 185(365) | 221(430) | 39(102),Chart column alignment must be checked against PDF
F,RBOB regular (87 octane),3.5,19,context,,,,,,,PRODUCT SPECIFICATIONS 3.5.2 REFORMULATED REGULAR GASOLINE BLENDSTOCK (RBOB),Source heading
F,RBOB regular (87 octane),3.5,19,note,,,,,,,Heavy Metals are not allowed to be present.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,Additive requirements/restrictions - refer to section 3.2.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,"This is a base gasoline, not for sale to the ultimate consumer.",Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,Any gasoline exhibiting an offensive odor and/or poses a personal health hazard will not be accepted for shipment.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,Any gasoline containing more than 0.50 wt. % of dicyclopentadiene will not be accepted for shipment.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,The referee method will be based on a gas chromatograph test.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,"1. All F grades may not contain oxygenates, such as ethers and alcohols. The use of non-hydrocarbon blending components in these grades is prohibited.",Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,"2. Refer to test methods published in 40 CFR 1090 Subpart N Alternative oxygenates test method ASTM D 4815, may be used according to federal and state regulations.",Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,3. For products blended to meet EPA tests must be performed in accordance with the procedures described in 40 CFR 1090 Subpart N [N] and Subpart C,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,4. Mercaptan Sulfur waived if fuel is negative by Doctor test.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,5. Computer and Linear methods may be used to determine V/L value.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,6. Specifications must be met before blending of denatured fuel ethanol.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,7. Oxygen content must meet a minimum of 1.7 wt.% and a maximum of 4.0 wt.% after blending of denatured fuel ethanol.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,"8. Refer to 40 CFR 1090 Subpart N. Alternative sulfur test methods, ASTM D 5453 and D 7039, may be used according to fe deragl a nd s tate rpeg ulat ions.",Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,are considered referee methods by Bengal Pipeline. Referee methods apply for any disputes.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,10. Use of these grades is controlled by the RVP calendar.,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,[N] 11. Summer RVP MUST be checked using EPA formula as 40 CFR 1090.1355,Source note / supporting table
F,RBOB regular (87 octane),3.5,19,note,,,,,,,FOR BLENDING WITH 10% DENATURED FUEL ETHANOL,Source text; PDF has no detected specification grid
F,RBOB regular (87 octane),3.5,19,note,,,,,,,Cancels Previous Issues of F grades (92% PURITY) AS DEFINED IN ASTM D4806,Source text; PDF has no detected specification grid
F,RBOB regular (87 octane),3.5,19,note,,,,,,,NOTES (Apply to Fungible and Segregated):,Source text; PDF has no detected specification grid
F,RBOB regular (87 octane),3.5,19,note,,,,,,,Heavy Metals are not allowed to be present.,Source text; PDF has no detected specification grid
